"articleid"	"text"	"source_name"	"language"	"iso3"
"20220831014500_tra_A0000604"	"coal export volume was 1.783 million tons , an increase of 22.84 % from the first half of july , a year -on -year increase of 68.29 % . after europes ban on russias coal was officially effective on august 10 , there were also certain incremental expectations for importing  russian coal in my country . lin jingwei believes that the current decline of coke coke and coke has not changed the oscillating pattern . on the one hand , the profits of the current links are weak , and the pressure of coal mines and coke plants has not yet"	"eastmoney.com"	"zho"	"CHN"
"20220219154500_tra_A0000454"	"national territory and repatriate the already focused . in addition , it raises that it returns at the positions of 1997 , it is committed to the expansion of the block to the east and excludes the income of the nations of the former soviet union , first of all  ukraine . the january 26 , usa and nato in writing to the russian initiative the russian president vladimir putin said on february 1 that the other party had ignored the fundamental concerns of moscow . the , according to him , deceived russia saying that it would not expand to"	"sputniknews.com"	"spa"	"YEM"
"20230728160000_tra_A0002300"	"organized military forums dealing with technical aspects of weapons as well as maneuvers to know the appropriate military equipment correctly and correctly to use . at the same time , putin announced that russia will provide assistance to states trying to free from the remains of colonialism and promised that  moscow  would be a reliable grain supplier for africa . authors : ev , tasr"	"pluska.sk"	"slk"	"SVK"
"20220828023000_tra_A0000672"	"inflation could soon touch two numbers . eu inflation in july is 8.9 % over the year , much higher than the 2 % target of ecb . the new cause of inflation is very clear : the price of gas is soared and more likely to increase . because  russia signaled a new tightening wave for the supply of gas to europe . the gas in this area increased by 45 % in august and 300 % this year . it is still unknown how much gas price will increase , and this is still the key of peak inflation"	"cafef.vn"	"vie"	"VNM"
"20220921074500_tra_A0001940"	"is in ukraine unsuccessful . this move can only be interpreted as a reaction to the russian attack on ukraine does not expand moscow , german chancellor said , and transmitted one of his spokes . in the press release of scholz , currently in the un general assembly ,  russia is forced to regroup its forces in the occupied areas in the northeast , which is proof of the success of ukraine . this is a clear indicator that ukraine is successful when it comes to the defense of our own integrity and sovereignty , among other things , and"	"index.hr"	"bos"	"MKD"
"20220824123000_tra_A0000589"	"the musician elja canceled the tour of  russia “ sayonara pain ” . this was reported in his group in . artist explained that he made such a decision because of the coronavirus . “ kovid did not let me finish the album on time and meet you on the planned dates . wait for new announcements and"	"lenta.ru"	"rus"	"SVK"
"20190310113000_tra_A0000501"	"ukraine in . as of 10:00 am , 22 police officers appealed to the hospital , which were injured as a result of a collision . 19 of them were hospitalized , the report says . the incident occurred on the eve of the rally , at which president of  ukraine peter poroshenko opposed . potashka occurred when activists tried to break through to the head of state . on the same day , the rally of nationalists against theft of defense was held in the center of kiev . activists tried to break through the presidential administration . in the"	"aif.ru"	"rus"	"RUS"
"20221024151500_tra_A0002198"	"the dirty bomb about is not a nuclear bomb , but a conventional one with radioactive materials to be sprayed in the form of dust at the time of the explosion , notes afp . smoke after photo explosions : igor kutnii / alamy / alamy / profimedia if  russia says that ukraine is preparing something , it means one thing : russia has already prepared all this , the ukrainian president volodimir zelenski reacted , accusing moscow to justify a justify a escalation in this way of conflict . the term dirty bomb or radiological dispersion device ( rdd"	"hotnews.ro"	"ron"	"ROU"
"20180630121500_eng_A0000265"	"saying they were presented with “ an insulting offer ” to essentially capitulate to forces of bashar assad ’ s regime , and they rejected it . the tv report also said 15 people had been killed in attacks in the area by russian warplanes . since june 19 ,  russian -backed government forces have been battering opposition-held parts of daraa province with air strikes and barrel bombs , simultaneously calling on rebels to surrender . syrian state news agency sana reported friday that rebels in three towns in daraa ’ s eastern countryside had agreed to a regime takeover in"	"timesofisrael.com"	"eng"	"ISR"
"20220719163000_tra_A0001684"	"during the 146th day of the special military operation ,  russia performed in ukraine . president ukraine volodimir zelenki suspended the head of the state security service and the state prosecutor , and as many as 651 treason proceedings were initiated . the russian defense minister sergei schejg was performed by the inspection of the russian group east in ukraine and"	"naslovi.net"	"srp"	"SRB"
"20220302113000_tra_A0001931"	"belgrade : all serbian trucks that from ukraine headed for romania managed to get out of the war-affected country , and the talks are taking on four trucks that entered poland in  ukraine . so they were held there , said tanjug president of the international transport association nedo mandic . he stressed that the decision had a problem on the ukrainian-romanian border , two serbian ministries with the embassy of ukraine . in belgrade during yesterday . he added that he doesnt"	"naslovi.net"	"srp"	"MNE"
"20220310144500_eng_A0000455"	"country under fire risky evacuation some civilians managed to leave irpin via bus . many people were forced to cross the river on foot using a makeshift bridge made of old wooden planks , helped by ukrainian soldiers . the flight was highly risky because of the heavy shelling by  russian forces . ukraine : impressions from a country under fire desperate to get out many ukrainians fleeing their homes have opted for trains , making their way to various stations including the one in irpin . this photo , taken on march 4 , shows evacuees at the irpin station"	"dw.com"	"eng"	"TUR"
"20190309163000_tra_A0001109"	"during the race , it was a good way and a lot of people in the laws . when 30,000 to 40,000 people meet in a small area and are accompanied by alcohol , probably something happens , the sixth ranked norwegian said in vg.mens 50 kilometers ended with the  russian nelo . the host martin johnsrud sundby was sixth . picture : according to ntb scanpixh , it is about an important folk party , which should be closed ."	"is.fi"	"fin"	"FIN"
"20220219001500_tra_A0000121"	"/ html / head / meta [ @ name = og : description ] / @ contenthttpps : //cdnn21.img.ria . ru / images / 07e6 / 02/10 : 99 : 3288 : 1949_1920x0_80_0_0_0b33bab6edd8829fdb3693c9ad7d0a2a.jpgmoscow , feb 19 , ria novosti . the main directorate of the ministry of emergency situations of  russia in the rostov region is given in the regime of high readiness in connection with the situation with refugees from the dpr and lnr , ria novosti was informed in the press service of the russian emergency situations . it believes that six automotive points are organized . specialists of"	"ria.ru"	"rus"	"AZE"
"20200406053000_tra_A0000372"	"good pleasant communication . only this , human , to the oppresent difficult circumstances will allow us to watch peacefully to each other in the eyes and fight after the completion of this complex history for a person . everything is health , the weather forecaster summarized . according to  ukrainian news , also , according to the forecast , the next five years from 2020 to 2024 , in the meantime , the weather forecasters gave an awesome long-term forecast for the coming years , in particular , predict"	"ukranews.com"	"rus"	"UKR"
"20220130180000_tra_A0000298"	"hospitalized her day before yesterday , but the doctors could not do anything . she was 69 years old . in the 90s , olga galitskaya was the leading echo of moscow , in the following years he worked on other radio stations and was one of the most famous  russian film critics . at various times , she worked on radio radio liberty * , mayak and culture , published in the newspapers moscow komsomolets , newspaper , news time . about the date of farewell not yet information . * radio freedom - media recognized by a foreign agent"	"echo.msk.ru"	"rus"	"RUS"
"20230209160000_tra_A0000720"	"logistics company “ raiffeisen ” “ unicredit ” “ unicredit ” raiffeisenbank has been working in russia since 1996 and is a subsidiary of raiffeisen bank international ag - one of the largest austrian banking banking groups . it is included in the list of systemically significant credit organizations in  russia . in march 2022 , raiffeisen bank international said that he was considering all the options for his russian “ daughter ” , including “ carefully organized exit ” . raiffeisenbank replied to this that he would remain on the market , even if rbi gets out of its capital"	"bfm.ru"	"rus"	"LTU"
"20200902151500_tra_A0000889"	"increase in 2021 photo : vladimir andreev © ura.ru . this official said at a meeting dedicated to the current state of the oil and gas industry , which also attended the governor of khmao natalia komarov , reports the correspondent ura.ru . there were already vaccines from coronavirus ,  russia is the first country that registered it . we hope that this will affect the fact that in the world still there will be no second wave , and there will be a faster recovery in demand . to which we will also offer to respond to opec transaction +"	"ura.news"	"rus"	"LTU"
"20220810143000_tra_A0001892"	"the mayor of the ukrainian capital , vitali klitsko , are depicted with a glass of glass and in a cheerful mood . im sorry for the photo , definitely wasnt the right one . the relaxed mood was created because life on the streets , in everyday life in  kyiv, has returned to normal right now , ms. fezer said , at the same time noting that this is certainly difficult to understand when there are disasters in the country . , terrible war crimes have been committed and the battles continue to the east . in the ukrainian capital"	"skai.gr"	"ell"	"GRC"
"20220409053000_tra_A0000310"	"center stadium in these minutes , the match of the nhl regular championship , in which saint louis blues takes minnesota wilde . there is a 2nd period , guests lead - 2 : 1. the score in the match was opened already on the fifth minute - the 26-year-old  russian striker blues pavel buschnevich implemented a numerical advantage after the removal of forward wilde marcus foligno . however , by the end of the game segment , the hockey players of the guests were equalized by the efforts of kevin phili , and in the middle of the second period"	"championat.com"	"rus"	"BHR"
"20220619213000_tra_A0000322"	"doctors . by the way , earlier , a press secretary of the president of russia dmitry peskov , that attempts to strangle russia with sanctions are doomed to failure . the representative of the kremlin advised the american authorities to realize that it is pointless to fight with the  russian federation . photo : noticed a mistake ? please highlight it and click ctrl+enter"	"sb.by"	"rus"	"BLR"
"20220227161500_tra_A0001235"	"items allocated by the authorities of the host countries , the unhcr high commissioner ( unhcr ) is highlighted in a tweet . a very large number among them has gone to poland , where the authorities measure about 156,000 ukrainians have arrived there since thursday , starting invasion from  russian troops . at yesterdays day , the border guards reported that 77,300 people who arrived in poland from ukraine ."	"capital.gr"	"ell"	"GRC"
"20220310193000_tra_A0001555"	"the agreement on the purchase of 40 new f-16 and the modernization of existing ones , . erdogan he had a telephone communication on thursday afternoon , at which was the russian invasion of ukraine , and held a few hours after the critical meeting of foreign ministers russia and  ukraine , sergey lavrov and dymrio cuba , antalya , with mediation of the turkish foreign minister , mebrot tsavassoglou . during the telephone conversation , which - according to turkish smes - lasted more than an hour - the two leaders discussed the bilateral relations of their countries and the"	"tovima.gr"	"ell"	"GRC"
"20220608160000_tra_A0001965"	"hungarian-ukrainian relationships that have fallen into an unprecedented level in recent days : both sides question each others mental state of each other , which is not a everyday phenomenon in diplomacy .  ukrainians do not only criticize the hungarian position in connection with the disagreement with sanctions or the transport of weapons , but over the past few months there have been the most draveric quarrels with budapest . the president of the hungarian parliament lászló kövér protected from both ukraine and the"	"dennikn.sk"	"slk"	"SVK"
"20180513111500_tra_A0001276"	"when last year a journalist met in marbella - a famous resort in spain - a handsome vlad , a millionaire from  ukraine , gave the impression that she met the greatest happiness under the sun . this knowledge has developed as promising that even one of the events came officially as a couple . ultimately , however , it turned out that a man is married and after a few weeks he"	"pomponik.pl"	"pol"	"POL"
"20221121183000_tra_A0001829"	"a chance of 87 % to raise 50 basis points at the december meeting of the federal reserve , after 4 consecutive altitudes of 75 basis points . fitch solichns said in a note that gold prices are still backed by the increasing risks of recession , the war in  ukraine , which is still developing , and the dollar reaching its peak . on the other hand , despite the increasing optimism towards the chinese economy , there are still high risk of raising the federal reserve more and more powerful interest rates than the market expects , and the"	"investing.com"	"ara"	"TUR"
"20220720110000_tra_A0001868"	"accepted draghs resignation , at least so far . draghi is not a politician , and over the , 17 months in the prime ministers office at the head of an unusual national unity government , he has gained the status of a western european leader for his support for  ukraine and numerous efforts to carry out reforms economic . the result of the debate in the legislature , which takes place on wednesday , will help to prove whether dragghi will remain in power . unlike many past political crises in italy , in which citizens have surrendered , this"	"sot.com.al"	"sqi"	"ALB"
"20220519161500_tra_A0001979"	"invasion of ukraine , the spd leadership asked him to leave the party at the end of april . there are also motions of exclusion from spd , a party he led between 1999 and 2004. gerhard schröder was harshly criticized for his contacts in russia , the proximity to  russian president vladimir putin and his positions in the russian state-owned companies . the 78 -year -old schröder led germany between 1998 to 2005 , being a chancellor before angela merkel ( cdu ) . immediately after the end of the federal chancellor , he was appointed in several positions in"	"realitatea.net"	"ron"	"ROU"
"20180515103000_tra_A0001304"	"considered a serious , concentrated type without extravagance . it suits his announcement that there will be five media-free days in russia , where the selecao is not available to the public . in view of the hungry brazilian media , which will be back with a large bid in  russia , this is a bold step . but the team will thank him . solid defense , faster storm his lineup , so tite has always made clear , sequel only to the needs of the team . names did not matter . in contrast to felipe scolari and dunga"	"dw.com"	"deu"	"VEN"
"20220525141500_tra_A0002209"	"service ( ... ) elektrum lietuva is taking an emergency electricity contract with vydmantai wind parks further assessment and possible termination of this contract , bns told electrum lietuvos ” business customer manager arturas zatulinas . the financial crime investigation service ( fntt ) announced tuesday that the links with  russian president vladimir putin were frozen by vydmantai wind park . under the contract signed in september 2020 , elektrum lietuva undertook to buy all electricity produced in vydmantai wind farm park for three years . the refurbished list of sanctioned companies has been published by the fntt , according to"	"15min.lt"	"lit"	"LTU"
"20220611071500_tra_A0000211"	"june 10. in the first round , the aggressor country received 118 votes-10 less than necessary for election . therefore , she went to the second round along with north macedonia , which unexpectedly showed the second result in the east europe region . in the following rounds , neither  russia nor northern macedonia was able to get the right number of votes . some diplomats note that this is due to the war that russia began against ukraine . on june 10 , 18 new ecosos members should have chosen . the election of the remaining 17 candidates was successful"	"24tv.ua"	"rus"	"UKR"
"20211108081500_tra_A0002313"	"is five days . the world health organization ( who ) said we must be used as a major protection tool by countries and individuals . the united states in the world in terms of the number of injuries , followed by india , brazil , france , turkey ,  russia , united kingdom , italy , germany , spain , argentina , colombia , poland , iran and mexico ."	"dostor.org"	"ara"	"PSE"
"20220222181500_tra_A0000445"	"1,900 per ounce end of last week , gold was only 163 dollars below the record high of august 2020 and $ 226.70 over the low of march 2021. the technical indicators are positive for gold , and the fundamental data also speak for higher prices . the situation in  ukraine , which could lead to a war , has a positive effect on the gold price . for more than a three-year century , there has no war in europe . the geopolitical situation remains tense . at the same time , china continues to work on the reunification with"	"investing.com"	"deu"	"CUB"
"20220404204500_tra_A0001317"	"after the dozens of corpses found on the outskirts of  kiev, the president of ukraine , volodymyr zelensky , said the russian soldiers are murderers , torturers , violators and assailants . by your side , russia maintains theory and denies categorically massacre of civilians in bushing . we categorically reject all the accusations , said kremlins spokesman , dmitri peskov.charem"	"tsf.pt"	"por"	"PRT"
"20221104051500_tra_A0000822"	"according to unian.net , ala pugachevas 10-year-old claudia zemcova spoke  russian and received criticism . it is known that the girl speaks well in english , but in russian - it speaks worse . claudias mother kristina orbakaite ( 51 ) shared a video on her social network account where her daughter speaks russian . the record received a major reaction"	"lrytas.lt"	"lit"	"LTU"
"20190616083000_tra_A0000577"	"but did not specify whether the drone recorded the attack itself . one way or another , this is the first information that in the united states has been information on the preparation of iran operations before it took place . recall that june 13. more news about events in  ukraine and in the world on all news on one channel in follow the news sign up our page in"	"depo.ua"	"ukr"	"UKR"
"20220513184500_tra_A0001440"	"photo source : youtube video capture the sun french president emmanuel macron asked  ukraine to make concessions on his sovereignty to help russian leader vladimir putin to save appearances , said ukrainian president volodimir zelenski . in an interview with the italian television station rai zelenski was asked about macrons comments on monday , in which he warned that europe should avoid humiliating putin"	"dcnews.ro"	"ron"	"ROU"
"20220310091500_eng_A0000948"	"russia is too big to fail.photo by on i get it now.nothing made sense until today , when germany announced that it plans to keep buying oil and natural gas from  russia , even as vladimir putin continues committing every war crime on the books . china also recently came out in support of russia , refusing to condemn the invasion of…"	"medium.com"	"eng"	"HKG"
"20220226013000_tra_A0000271"	"the russian federation used its veto power in the un council to block the draft resolution , presented by , which deplores the aggression of  moscow  a and asks for the withdrawal of its troops ."	"minutouno.com"	"spa"	"ARG"
"20221014234500_eng_A0000053"	"the ukraine war is going badly for russia with some 90,000-100,000 solders lost , wounded or killed . deserters have showed up not only in other european countries but also s. korea and alaska . french pres macron earlier this week called for putin to return to negotiations and surely  russia will run out of missiles soon . what had been seen as the second largest military in the world has turned out to be pathetic . russia ’ s shortcomings won ’ t help the energy-starved europeans this winter , but maybe the next one . in china , the"	"fxstreet.com"	"eng"	"LSO"
"20220222171500_tra_A0002069"	"after recognizing the independence of the two disadvantaged regions in the east of the country , said nato general general , general stylenberg . all indications show that russia continues to plan full-scale attack against ukraine , standenberg reported during a press conference , as ruters broadcasts . as the  russia has invaded ukraine since 2014 ( when he attached crimea peninsula ) , and now they see to suffer a new invasion . we continue to call russia to do back ... never too late to prevent the attack , the alliance secretary-general added , prompting moscow to choose the"	"capital.gr"	"ell"	"CYP"
"20230629063000_eng_A0000269"	"currency needed to pay for oil and commodities like food.it has halved growth forecasts for some economies hurt by the credit squeeze , the product of a global flight to safety as interest rates rose to combat inflation that surged last year when economies reopened after covid and russia invaded  ukraine .affected countries are also likely to see foreign direct investment being curbed , said charlie robertson , head of macro strategy at fim partners in london.without dollars from ktdas customers in pakistan , its biggest market , the co-op that produces 60 % of kenyas tea , would have struggled"	"reuters.com"	"eng"	"CAN"
"20190228233000_tra_A0001407"	"continuously strengthened military deployment in east asia , and military machine and warship detection capacity will not lose the united states . the existence of the anti-china dprk threatens the us military base is the most obviously directly affecting the three military balances such as china , north korea and  russia . taiwan asia-pacific national defense magazine , zheng jiwen said to bbc chinese , okinawas jiaguan air force base , not only the largest air force base in the far east , equipped with the most advanced invisible fighters and electronic reconnaissance machines , and the reaction time is quite"	"bbc.com"	"zho"	"BRA"
"20180926143000_eng_A0002150"	"more concrete measures . with eu parliamentary elections scheduled for may , brussels is anxious to address the threat of foreign interference during campaigning . belgium , denmark , estonia , finland , greece , poland , portugal and ukraine are also all due to hold national elections next year .russia has faced allegations - which it denies - of disseminating false information to influence the u.s. presidential election and britain ’ s referendum on european union membership in 2016 , as well as germany ’ s national election last year.the commission told the firms in april to draft a code"	"reuters.com"	"eng"	"USA"
"20220530051500_tra_A0000128"	"significantly reduced the combat potential of ukraine . the main goal in the russian military department was called the liberation of donbass . in the course of the special operation , the russian military took control of the kherson region and the priazovsky part of the zaporizhzhya region in southern  ukraine . the regions formed military-civil administrations , the broadcasting of russian television channels and radio stations began , there is a restoration of trade ties with crimea.https : //ria.ru/20220529/stremousov-1791625791.htmlhttps : //ria.ru/20220529/ukraina-17509297 . htmlhersosky oblast ukrainianarisimferopolkiyevia news ofinternet-grup @ rian.ru7 495 645-6601fgup mia russia today https : //xn -- -c1acbl2abdlkab1og.xn --"	"ria.ru"	"rus"	"DEU"
"20220714153000_tra_A0000924"	"the suspicion . he threatens him up to 8 years in prison . the fraudulent scheme of the attacker was exposed by employees of the department of counteraction to cybercriminals in the ivano-frankivsk region of the cyber < U+200B > < U+200B > police department of the national police of  ukraine together with investigators of the kaluga district police department . during the investigation , it was found that a 30-year-old kalush resident , through unauthorized interference with the work of an information ( automated ) online banking system , received access to the victims personal office . later , he"	"internetua.com"	"ukr"	"UKR"
"20220823210000_tra_A0000009"	"the russian forces unsuccessfully tried to disconnect the zetoroian nuclear power plant from the ukrainian network , according to reuters ,  ukrainian president volodymyr zelenkyj said , the news writes . photo : repro : youtube label : fire of nuclear power plant in zaporoží after shelling russia at all does not think of a dialogue with ukraine and has never stood for it , zelenkyj said . he also refused to"	"parlamentnilisty.cz"	"ces"	"CZE"
"20220105093000_tra_A0000369"	"assistant yeltsin , a political analyst explained why the first president of  russia chose his successor to the operating chapter of the state , and not . on the air . according to the words of the former assistant yeltsin , there were three reasons for such a choice . the first lies in the fact that yeltsin changed the relationship to the"	"lenta.ru"	"rus"	"EST"
"20191111081500_tra_A0000794"	"situation in the donbass enemy used banned minsk agreements of mortars , anti-aircraft installations , grenade launchers , large-caliber machine guns and rifle weapons . the divisions of the separatists in the past 24 times violated the cessation of fire in the donbass . the injuries received four of the  ukrainian military , reports the press center of the headquarters of the united forces in the morning , on monday , november 11. thus , the enemy was shelling with a banned minus agreement of the mortar 82 mm , anti-aircraft installations , grenade launchers of various systems and small-scale weapons"	"korrespondent.net"	"ukr"	"LVA"
"20220623223000_tra_A0000894"	"( about 46 km ) . washington agreed to send 4 units of those missile systems at the beginning of the month , and the ukrainian minister of defense , olexi residence , announced , through his twitter account , that it had reached the country , and concluded 60  ukraine soldiers last week their training on these systems . since the beginning of the russian invasion of ukraine , joe biden has agreed to more than 6 billion dollars as a security assistance ."	"cnn.com"	"ara"	"HKG"
"20220328041500_tra_A0000310"	"loses the residence permit , continues santolino , who warns that russians do not have much culture to manifest because they have never gotten much with it in recent years . the critical majority is concentrated in moscow and , but the galician teacher observes that the popularity of vladimir  putin  is huge in the rest of the country . i think that isolation , the sanctions imposed by the west , only contribute to strengthen it more in power [ to putin ] . they prevent people from being informed , he says ."	"lavozdegalicia.es"	"spa"	"ESP"
"20200716003000_tra_A0000325"	"to water was prepared • individual integrated the development plan of the republic of kalmykia , including activities to ensure the population of high-quality drinking waterway and said sergey budilin , director of the center for the development of the water management complex of the russian federation : - in  russia , water , as a resource , is sufficient . baikal , mighty siberian rivers , volga allow us to feel calmly and confidently . ( yes , the volga has problems with the quality of water , but we actively decide them . ) nevertheless , there are vehicles"	"kp.ru"	"rus"	"NLD"
"20230706013000_eng_A0000121"	"moscow, july 6 . /tass/ . a magnitude 5.8 earthquake rocked chile on wednesday , according to the european mediterranean seismological centre ( emsc ) . the epicenter was located some 204 kilometers southeast of the city of calama with a population of around 143,000. no casualties or damage were reported"	"tass.com"	"eng"	"SUR"
"20221129100000_tra_A0000420"	"in the autumn -winter period , walks with an infant can lead to hypothermia . rainy weather is not a restriction for walking . it is usually recommended to start walking with a newborn child at the age of 7-10 days , ” she said . the honored doctor of  russia , a pediatrician , state duma deputy tatyana kusaiko named . highlight it and click ctrl + enter"	"rt.com"	"rus"	"NIC"
"20220510111500_tra_A0000727"	"zelensky government represents the nazification of ukraine . in victory day speech , the russian leader proclaimed that he will win the war he declared to the neighboring country . various military sources indicated that putin was sick , which he seems to have denied from the red square in  moscow. here , a guide to understand this historical scenario . in addition , in this episode : businessman carlos mattos received his sentence for bribes was it a fair penalty ? in the end , the section la greca.enntre from monday to friday , from 6 a.m. , a new"	"eltiempo.com"	"spa"	"COL"
"20230218114500_tra_A0000542"	"the cabinet of ministers told what social payments in 2023 will continue in  ukraine , and which should be continued in social security authorities . it is noted that from january 1 , social payments were automatically extended for the entire period of martial law plus one month after its completion . however , in some cases , recipients of assistance should contact the"	"rbc.ua"	"ukr"	"BLR"
"20220627021500_eng_A0000086"	"move faster if they are really partners , not observers , he said . delays in the transfer of weapons to our state , any restrictions are actually an invitation for russia to strike again and again . zelenskys appeal came after russia struck a residential building in kyiv ,  ukraine said , leaving one person dead and wounding four others including a seven-year-old girl . biden condemned the strikes , the first on the ukrainian capital in almost three weeks , as barbarism . german chancellor and g7 host olaf scholz said the attack showed again that it is right"	"indiatimes.com"	"eng"	"PAK"
"20230127104500_eng_A0000210"	"cape town - the arrival in cape town of the  russian research ship akademik alexandr karpinskiy , which has made oil and gas maps of the climate-stressed southern ocean over the years , caused a number of eco-justice organisations and activists to protest against the ship docking at cape town harbour.the protest was organised by extinction rebellion ( xr ) cape"	"iol.co.za"	"eng"	"ZAF"
"20200527191500_tra_A0000365"	", financing difficulties and restructuring after the election of us president trump , however , the project was continuously pushed . if everything goes according to plan , there should be another start of a crew dragon this year , which should then bring four astronauts to the iss .  russia is aiming at view of the us russia wants to watch the current flight closely . we have great interest in the technical component because we work to improve our spaceships , said the head of the space authority roskosmos in moscow , dmitri rogosin . should the mission work"	"vol.at"	"deu"	"AUT"
"20201128153000_eng_A0000096"	"© provided by independent online ( iol ) tashkent : uzbekistan plans to start clinical trials of  russian sputnik v vaccine against the coronavirus in late december or at the beginning of the next year , uzbek health minister abdulhakim hacibayev told reporters on saturday.in september , the russian direct investment fund ( rdif ) , which is backing the development and roll-out of sputnik v , said"	"msn.com"	"eng"	"SGP"
"20230320084500_eng_A0000252"	"rife in the country and posed a security challenge . – security woes – mali is ruled by a junta that last year forced france to remove troops deployed there a decade ago on an anti-jihadist mission . in the absence of french troops , the junta has brought in  russia ’ s wagner group to boost government forces . with government control weak in some parts of the country , kidnappings have become common . motives range from ransom demands to acts of reprisal . a world health organization doctor was abducted in mali in january , and was freed"	"macaubusiness.com"	"eng"	"MAC"
"20220320160000_tra_A0000280"	"harvesting agents are probably lacking uncertainty in the asparagus and especially berry cultivations wide when it comes to harvesting . every year comes about 80,000 seasonal workers to lower saxony to help in the fields . the majority suggests the information from poland and romania . however , around 7,000  ukrainian students are usually used for the berries in lower saxony . canceling does not yet give it - but that these workers will really come , eickhorst can not imagine . especially blueberry companies could get problems with the harvest . as soon as some places has already begun ,"	"ndr.de"	"deu"	"DEU"
"20220907104500_tra_A0002643"	"that do not affect countries near the equator , the countries that are clearly impossible . creating the infrastructure itself is capable of recovering , ” said rehman . there are more and more calling that companies using fossil fuels , also companies that earn a record profit due to  russian military campaigns in ukraine , must reimburse global damages to the global damage . the developing countries . according to rehman , “ serious environmental pollution sides often try to clean their emissions but can not avoid the fact that large corporations with net profits are greater than the gdp"	"plo.vn"	"vie"	"VNM"
"20190314111500_tra_A0000337"	"10.40 % the meeting 22,485 9.50 % united kingdom 17,805 7.50 % south africa 13,203 5.60 % india 11,440 4.80 % china 9,860 4.10 % italy 6,765 2.80 % switzerland 5,981 2.50 % sweden 5,806 2.40 % czech republic 5,150 2.20 % austria 4,864 2 % poland 3,681 1.50 %  russia 3.074 1.30 % netherlands 2.398 1 % ( source : statistics mauritius )"	"defimedia.info"	"fra"	"REU"
"20201207133000_tra_A0000024"	"has country sanctions regimes , such as those for belarus or russia , and three specific regimes to sanction the use of chemical weapons , cyber-attacks and terrorism . eight close collaborators of the russian president vladimir putin , accused by the eu to be involved in the poisoning in  russia of the russian opponent alexei navalny , were sanctioned on october 15 as part of the chemical weapons plan . their names have been entered on a list that also has syrians guilty of the same offenses . the human right plan is a new specific regime . but member"	"lefigaro.fr"	"fra"	"BEN"
"20220311141500_tra_A0002194"	", and now the russian embassy for . content continues ... they say that the news of the craft drop was seen in the media and that they need to contact experts working on the case for all issues . they added that one of the addresses and embassy of  ukraine in croatia because that drone was produced in the territory of ukraine . they say that russian forces have no weapons of such drones since 1991 , ie from the disintegration of the soviet union . they also pointed out that there were only civilian casualties with mere happiness ."	"rtl.hr"	"hrv"	"HRV"
"20180509161500_tra_A0000947"	"with anyone . then the president came . he said hello to the government and with us , with generals ... and went to the kremlin at the reception , \ '' said veteran . in addition , the major general noted that he remembered the abundance of the newest  russian military equipment in the parade . as for the incident itself with the security officers of the president of russia , dmitry petrovich did not even remember him . earlier , the fifth channel reported that after the completion of the parade of victory , but the protection of the"	"5-tv.ru"	"rus"	"RUS"
"20221016204500_tra_A0000651"	"says , the fear of redirecting the loads of liquefied natural gas coming from the us and qatar in other markets and leaving the winter europe without energy . that is , to change those who do us grace and sell us at uncontrolled prices the gas we lack from  russia . you will tell me and what happened ? dont we have money ? ” , after the countrys gdp goes up . from the 165 billion of 2020 it reached 183 in 2021 and is projected to exceed 200. only that all this happens with the state -run distribution"	"makthes.gr"	"ell"	"GRC"
"20190729190000_tra_A0001345"	"in crimea for the period of annexation , at least 522 illegal decisions on maintenance in the framework of politically motivated criminal prosecution of  ukrainian citizens this is reported by the crimean human rights group , reports with reference to . the largest number of decisions was made in the kyiv district court of simferopol - 224 and the supreme court of crimea - 138. the largest number of decisions on detention was carried out"	"depo.ua"	"ukr"	"UKR"
"20220713161500_tra_A0001506"	"human rights council ( unhrc ) announced that more than 9 million people have abandoned since february 24 , when the attacks began . the number of those who abandoned . unhrc stated that 9 million 136 thousand 6 people have left the ukraine since february 24 , when the  russian attacks began , and that this number is the data recorded in the border crossings . due to more than 9 million people left ukraine - last minute this news was prepared by the ihlas news agency and no editor intervention was made by sondakika.com . all news prepared by"	"sondakika.com"	"tur"	"TUR"
"20181228213000_tra_A0000814"	"nominated for the prestigious man booker award . it is a story of detectives about jesus and judas replete with the elements common to the writings of oz , as enigmatic characters , landscapes of jerusalem and the endless questions about the state of israel . descendant of polish and  russian emigrants , oz was born in jerusalem in 1939 and at age 14 , after his mother 's suicide , he went to live in kibbutz hulda , in the center of the country . he studied philosophy and literature at the hebrew university of jerusalem and began to publish"	"efe.com"	"spa"	"MEX"
"20210128231500_tra_A0001321"	"time , and the longest was 41 days . people will get a second dose with a week of delay and nothing will happen , said capak and confirmed that he has already received a second dose of the vaccine . when it comes to the possibilities that europe uses  russian or chinese vaccine , capak announced that the russians allegedly showed interest to register their vaccine in the eu and the negotiations began . russian to vaccine market could appear later . - we are part of the eu and we took their legislation on drugs . thats why we"	"jutarnji.hr"	"hrv"	"BIH"
