"articleid","text"
"20180615024500_eng_A0000864","and posed for a remarkable photo to celebrate the start of the world cup . members of the united nations security council even had a kickabout in the famous chamber where verbal blows over international crises – notably the salisbury spy poisoning – have been exchanged in recent months .  russian ambassador vassily nebenzia punted the ball toward the back of the horseshoe table , as if taking a free kick , before a bit of back-and-forth with the netherlands ’ permanent representative karel van oosterom as they waited for others to arrive . they laughed and joked with kuwaiti representative"
"20220307074500_tra_A0001939","there is nowhere to run , kadirov said . pay attention , kadirov turned to zellyky , what the binder and europe do . they will not help or save you , he warned . connect me and guarantee that i will find a common language for you with vladimir  putin, i will arrange a meeting and you will transfer the authority of legal president yanukovych , said chechen leader ."
"20220227163000_tra_A0000053","embody political alternations of government . and she disqualifies the extremes and those who are too aligned with the pretty position . guest from radio j damien abad wants to believe in a rebound of valérie pécresse , but also of anne hidalgo in the polls , because of the  ukrainian crisis : so far , it was the one who spoke the strongest , who had the verb the above which was taken over everywhere . now it will be the one who speaks most seriously and the most involved as possible ."
"20230515190000_tra_A0000772","direction , 479 times the enemy with different systems , fired over our positions with different artillery . four air raids occurred , ” he said . according to him , during the battles it was possible to destroy 149 invaders , and another 160 - to injure , the  ukrainian fighters captured six invaders . for a day , the ukrainian military knocked out two infantry combat vehicles , two armored vehicles , three enemy drones and a field warehouse with ammunition . “ the enemy is trying to capture the city itself , make incredible efforts to this ."
"20190810030000_tra_A0000048","forum next to a large delegation from azerbaijan . ruslan guliyev , president of the association spoke in his speech at the event of azerbaijan existing healing agents , mineral thermal baths and sanatoriums . as part of the forum , the forum participants visited a series of sanatoriums in  ukraine and informed themselves about existing in this country . as part of the two-day forum , bilateral meetings are planned , signing agreements on mutual cooperation . © any use of materials must be identified by the hyperlink if you find an error in the text , highlight it by"
"20220416190000_tra_A0000901","experience , others none at all . but none of the wounded ukrainian soldiers we talk to the hospital regret that they participated in combat.- i have been operated four times . the doctors here are amazing . i will soon be able to skutta again , says mykola.nu prepares  ukraine for what can be the great battle of the countrys eastern parts . this is a locked item . sign in as a subscriber to continue reading ."
"20211026090000_tra_A0002324","printed by www.gov.gr and https : //self-testing.gov.gr or digital format with simultaneous control of the holder . in the case of abroad coming from abroad , the vaccination certificate or the certificate or the negative test , the greek , english , french , german , spanish , italian or  russian tests are presented . a prerequisite is the documents to be issued by a public authority and in accordance with the relevant legislation . if these checks have been carried out at the alien and apply at the time of boarding passengers on the aircraft , the relevant certificates are"
"20220128140000_tra_A0000032","our principle . if it holds russia , there will be no war . we do not want wars . but we will not allow our interests to be roughly violated , ignored , he insisted . he felt that new sanctions against russia would lead to a rupture between  moscow  and the west , while européens and americans said prepared particularly painful measures in the event of offensive against ukraine . more than 100,000 russian military has been massaged at the ukrainian border since the end of 2021 , according to the estimates of westerners who fear that an invasion"
"20220302150000_tra_A0001021","announcing the momentary suspension of his participation for the impossibility of continuing to work in the project to put their lives at risk , starting because each of them is in a different city and international flights are suspended . however , we are determined to participate on behalf of  ukraine at the venice biennale . pavlo makov ( 1958 ) was born in leningrad ( current st. petersburg ) , in whose academy of fine arts he studied , and later at the faculty of graphic arts in crimea ; he lives and works in kharkiv , ukraine . known"
"20220313090000_tra_A0000184","year , operating costs incurred in the amount of up to ten percent of the purchase price , says krall . the colors 54 men and womens crew are still relatively little compared to much pure motor yacht . video : usa : moscow plans war presentation for invasion of  ukraine ( dpa ) ampersandgt ; ampersandgt ; also read : bottom line are the owners of such yachts in the year only about four weeks on the road . the rest of the time are the ships in the harbor or are traveling to achieve desired territory . because their"
"20230124121500_tra_A0002488","leaks , new cars will get adjustments that make them more distinctive compared to the current id.3 vehicles , and the exterior design will change to appear vehicles . more sporty , and will also provide broad wheels with sizes ranging between 16 and 19 inches , according to the  russia today website . the car structure and the most prominent adjustments will appear in these cars in the form of shock absorbers and air openings , as well as in the design of the small air misdemeanor on the back of the structure , and in the design of the"
"20221220154500_tra_A0001638","describe a more surreal picture : in the center of a church , in the presence of the local priest and volunteers from all over the world , an exciting ceremony of lighting chanukah candles was held . not far from there continues in full fighting in front of the  russians , seeking to conquer the recurrence of bergman and ziv koren | crumb , frontline , donetsk district |"
"20221105193000_tra_A0000177","people what they want is the mission of any performer , ” miro argues . as the blogger indicates , alla borisovna herself is now “ pouring past the foreign party ” because of her own stupidity , and her smart and entrepreneurizing daughter earns a lot of money in  russia . and if you need to imitate your mother to receive income , why not do this ? “ who , if not a native daughter , has the right to her mother ’ s legacy ? and everything will be fine with christinka . let it work and make"
"20230629063000_eng_A0000269","currency needed to pay for oil and commodities like food.it has halved growth forecasts for some economies hurt by the credit squeeze , the product of a global flight to safety as interest rates rose to combat inflation that surged last year when economies reopened after covid and russia invaded  ukraine .affected countries are also likely to see foreign direct investment being curbed , said charlie robertson , head of macro strategy at fim partners in london.without dollars from ktdas customers in pakistan , its biggest market , the co-op that produces 60 % of kenyas tea , would have struggled"
"20200716211500_eng_A0000657","china , hepa filters are in high demand as they are highly effective to reduce indoor and outdoor particles . as part of healthy living , several consumers in china have installed air purifiers in their houses in china.segmentation by geography• north americao uso canada• europeo uko germanyo franceo italyo  russia • apaco chinao japano indiao south koreao australia• latin americao brazilo argentinao mexicoo chileo colombia• middle east & africao south africao saudi arabiao uaeo turkeyo egyptinsights by vendorsthe global air purifier market is in the growth stage . it has achieved popularity and high penetration in china , india ,"
"20211008141500_tra_A0000883","in the end , they are put on problems . in addition , a person may not know where the bottle was acquired , which was brought to visit . the shapkinrucuditator of the center for the development of national alcohol politiciphip of the expert estimates , today on the  russian market , 10 % of strong alcohol is made illegally . at the same time , in some cases , even excise stamps do not guarantee the safety of beverages , warned shapkin . ordered empty bottles on the internet in the necessary quantities with already glued legal brands and"
"20221021051500_tra_A0000203","rebuilt 390 public buildings in the ukraine so that there are now 109,000 sleeping places there , said dpas deputy un refugee commissioner kelly clements in berlin . these are mostly schools or gymnasiums . bulgaria , the czech republic and moldova also required further support in the care of  ukrainian refugees , explained clements . what is the most concerned for us at the moment is the cold , added . unter -financing with ongoing crisis problems with which the unhcr currently has to deal with is the underfunding of aid programs for crises that have been going on for"
"20220201173000_tra_A0000486","search for search . the investigation could have established all the facts , received permission to inspect deposits , warehouses and production facilities , as well as to conduct searches of administrative buildings . they were carried out on the basis of the resolution of the pechersk district district of  kiev. sbu students were attracted on behalf of the prosecutors office . the criminal case was initiated under the article on tax evasion . this was preceded by metinvest on february on february 1 , he declared search in the enterprise in krivoy rog . it was noted that temporarily suspended"
"20220825104500_tra_A0000964","- the preservation of power . this statement was directed to the inner belarusian audience , where propaganda tries to create a negative image of ukraine and shows that war is leading the united states , the united kingdom , poland , led by nato against russia . allegedly ,  ukraine is only an instrument in this war , and belarus pursues a peaceful policy , - the statement of pathonko . the opposition believes that this greeting lukashenko tried to nourish this rhetoric . he added that it was picked up by all state media and people who receive information"
"20220311124500_tra_A0001570",", says us defense ministry . the troops are now in the vicinity of the hostome airport . anonymously , according to the source of the ministry of defense , the troops are moving along two different lines , one of which is now fourteenty miles to the east of  kiev, the source told the news channel on the russians southern line , which started in the city of sumy , may be in the group that it turns back towards sumya . - however , we do not have information on the strength of the troops , how fast they"
"20220217203000_tra_A0001799","some progress has been made in negotiations to achieve a new nuclear agreement . the talks were held in vienna , austria , and open a new door of hope for other world powers . after weeks of doubts , united states , france , germany , uk and even  russia did not believe in the intentions of iran , questioning the requirements of the islamic republic . however , ned price , a spokesman for the state department , came to the public to say that there were some progress to return to the nuclear agreement . what we can"
"20230123200000_tra_A0001146","not been revived by armenias economy , it is dangerous . in the near future , there will be no 5.5 % growth , it should be provided by production , that agriculture has decreased , urban development has risen only 0.1 percent . according to experts , after the  russian -ukrainian war , the least 5 years have been needed to restore economic relations , that is , during that time armenia can become a platform for us-europe-russia . when the states use economic sanctions on each other , at the same time they are looking for ways to bypass"
"20220312150000_eng_A0000483","tourism industry , which has hosted more visitors from russia than any of its neighbors before the pandemic hit . there are about 6,500 russian tourists stuck in phuket , surat thani , krabi and pattaya , four provinces that are popular seaside resort destinations , in addition to 1,000  ukrainians , yuthasak supasorn , governor of the tourism authority of thailand , told the associated press on friday.some 17,599 russians accounted for the largest bloc of arrivals in february , representing 8.6 % of a total of 203,970 , according to the public health ministry . after the feb. 24"
"20221208101500_tra_A0001879","latest events you can follow live on nova.rs . the russian army has set up multi-deceit rackets in the ukrainian nuclear power plant , ukrainian officials from the ukrainian state company in energoatoma expressed concerns that the largest nuclear power plant in europe could be used as an attack on  ukrainian territory and increases the danger from radiation . in kurir 4 days ago kurir 4 days ago 4 days ago 4 days ago < U+05D5 > < U+05E8 > < U+05D9 > 4 days ago < U+05D5 > < U+05E8 > < U+05D9 > 4 night ago mondo 3 days"
"20220109091500_tra_A0000638","experience . today he wouldnt make a very sense to do these transfers , with globalization everything has also been uniformed in training . i became the athlete that they are thanks to them . i and i aldo montano we both have a russian technical imprint . then the  moscow  fencing went into crisis and their federation took the best technicians from the world , including our wites in the fioretto and mazzoni in the sword . with montano you have shared the same coach ? sidjak , the oldest among the russian masters ive had . and what he"
"20201003104500_tra_A0001716","physical exercise out . every citizen who makes the beginning of a murge throat or coming coughing , limiting physical activity and walking . if the smoke and deteriorated air quality these days have been reported throughout latvia . the cause of deterioration of air quality is the fire of  ukraine and the southern part of the southern part of russia , as well as in the desert regions of wind-raised sand and dust particles . health should be the valid warning of an emergency . on friday , a significant increase in pm10 and pm2.5 concentration - air quality became"
"20201128153000_eng_A0000096","© provided by independent online ( iol ) tashkent : uzbekistan plans to start clinical trials of  russian sputnik v vaccine against the coronavirus in late december or at the beginning of the next year , uzbek health minister abdulhakim hacibayev told reporters on saturday.in september , the russian direct investment fund ( rdif ) , which is backing the development and roll-out of sputnik v , said"
"20230614161500_eng_A0000855","event in st. petersburg . the united arab emirates will participate in the forum as an official guest country this year . every year spief is held under the auspices of the russian president , the kremlin aide said . the forum brings together world leaders and heads of major  russian and foreign companies , banks , leading experts , scientists , representatives of mass media and civil society , he pointed out . this year will also see large-scale participation by foreign guests . we have gotten accustomed to trying to impress each other with figures , but i will"
"20210601014500_tra_A0001249","for teams in the weak medium form of the tournament . specifically , futsal vn can completely fall into the death table with the three strong teams of the three seeds . in theory , futsal vn can fall into extremely dominant tables like with brazil ( or argentina or  russia ) , iran ( thailand ... ) and japan ( or serbia ... ) ."
"20220331050000_tra_A0001701","it will greatly affect various international policies . however , if there are problems regarding health , humanity , our approach must be more universal , not sectoral , such as ideology , politics , and others , he said when responding to a press question related to tensions in  ukraine . also read : hwg meetings will be held three times during the indonesian g20 presidency that discusses each priority issue . the first hwg meeting has been held in yogyakarta at 28 until march 30 , 2022 which discusses the harmonization of the global health protocol standards . the"
"20220927143000_tra_A0001854","yerevan festival expanded . this year we have more than sixty-five publishing houses , we have more than thirty writers from seven countries , france , italy , russia , cyprus , georgia ... invite so many writers to armenia , because they care for all the expenses . the  russian institute of translation , genova poetry festival , versopolis , the important platform of european poetry , whose involvement and partnerships helped us to make the international component of the book yerevan festival . foreign writers participating in the festival will hold jobs and master classes , will have meetings"
"20220413223000_tra_A0000599","ukrainian refugees in a photo of archivalanci liguria has summoned the welfare and immigration commissions to illustrate to all the municipalities the novelties provided by the announcement issued by the governomario de fazio 13 april 2022 genoa - if so far the reception of ukrainian refugees worked on the ridge emergency"
"20220305154500_tra_A0000098","they are bad and rarely when they are good . at a month of the presidential elections , and while the war in ukraine took precedence over the debate public , many only aspire to find a normal life meadow . yet we are already told that , to punish  putin, the price of gasoline at the pump will explode and our portfolios with ... a very concrete concern for the more than 50 % of guyanais who live below the poverty line . candidates for legislative officers will have to make concrete proposals on fuel prices , expensive life and"
"20230103193000_tra_A0001329","announced shortly after several failures suffered by russian occupation forces in ukraine , which in recent months was forced to withdraw from the kharkov region ( northeast ) and from herson ( south ) . the russian law enforcement forces suffered a major defeat in eastern ukraine , also the  russian law enforcement had to recognize , on monday , january 2 , a very difficult blow suffered by his troops in the makiivka region , in the east of ukraine , after which they have deceased at least 63 people . at the same time , according to kiev ,"
"20181017003000_eng_A0000472","is a major news agency of the republic of azerbaijan , and the only source of the official government news . was founded by the government of the azerbaijan democratic republic on march 1 , 1920. along with the official government information , produces news in azerbaijani , english ,  russian , french , german , arabic and chinese languages on a round-the-clock basis , covering all spheres of life in azerbaijan , including politics , economy , culture , sports , health , environment. ” he also provided information of ` s photo and video websites , children ` s"
"20220418113000_tra_A0001942","with poland , and injured eight ........................... zelensky seems to believe that russia will leave something from which to start over . yesterday the president of ukraine after the war ........................... besock and under ultimatum : for russia ....... .................... for fernanda magnotta , if russia employ nuclear weapons in  ukraine , in the international order .............. ............. the pope returned to the invasion . he asked the leaders of the nations in a easter of the war and said ukraine is martyred . * * * * * * * * * * * * * * * * *"
"20230206104500_tra_A0000620","around the earthquake that turkey has shaken , near the border with syria . it expresses its solidarity to the affected populations . civil protection has shown its availability to contribute to the delivery of essential help , said his office . shortly before , the governments of russia ,  ukraine and israel had offered help to turkey , although only moscow has spoken about possible support for damascus after the earthquake . for its part , the european union ( eu ) has activated the civil protection mechanism to coordinate the response to the earthquake , as confirmed by the"
"20220713161500_tra_A0001506","human rights council ( unhrc ) announced that more than 9 million people have abandoned since february 24 , when the attacks began . the number of those who abandoned . unhrc stated that 9 million 136 thousand 6 people have left the ukraine since february 24 , when the  russian attacks began , and that this number is the data recorded in the border crossings . due to more than 9 million people left ukraine - last minute this news was prepared by the ihlas news agency and no editor intervention was made by sondakika.com . all news prepared by"
"20230320084500_eng_A0000252","rife in the country and posed a security challenge . – security woes – mali is ruled by a junta that last year forced france to remove troops deployed there a decade ago on an anti-jihadist mission . in the absence of french troops , the junta has brought in  russia ’ s wagner group to boost government forces . with government control weak in some parts of the country , kidnappings have become common . motives range from ransom demands to acts of reprisal . a world health organization doctor was abducted in mali in january , and was freed"
"20220512094500_tra_A0001937","10 , and in the evening hundreds of people gathered in the park who praised the soviet army and russia , so they had been to the monument . latvian television in pardaugava that several gathered people were aggressive and did not hide the support of the russian invasion of  ukraine . error in the article ? highlight the text and press ctrl+enter to send the corrected text fragment to the editor ! highlight the text and press the report on the error buttons to send the corrected text passage to the editor !"
"20200527191500_tra_A0000365",", financing difficulties and restructuring after the election of us president trump , however , the project was continuously pushed . if everything goes according to plan , there should be another start of a crew dragon this year , which should then bring four astronauts to the iss .  russia is aiming at view of the us russia wants to watch the current flight closely . we have great interest in the technical component because we work to improve our spaceships , said the head of the space authority roskosmos in moscow , dmitri rogosin . should the mission work"
"20221209181500_tra_A0001206",", the uk ambassador to the united nations said on friday . barbara woodward added that this includes hundreds of ballistic missiles and russia is offering tehran an unprecedented level of military and technical support in return . iran has admitted to sending drone shahed-136 to russia , for which  ukraine claims to have been used to constantly target critical energy infrastructure . however , iran claimed that these drones were secured before the war , while reporting that russia had commissioned hundreds of new iranian ballistic drones and rockets after a significant lack of military supplies . we know that"
"20220506120000_tra_A0000039","lower than the european average . rather hostile to the arrival of ukraine in the eu but beyond the observation , luxembourg citizens were also surveyed on the teachings to be drawn from this war . thus , there are 72 % to think that the invasion of ukraine by  russia has proven the need for better military cooperation in europe , and 58 % of them believe that ukraine is part of the european family . luxembourg is also distinguished by having the greatest proportion of respondents who do not agree with the fact that ukraine should join the eu"
"20220117140000_tra_A0000269","said in the face of the ukrainian demands for german weapons deliveries that it has to be done not to escalate the crisis , but to solve with diplomatic means . at the same time , the politician emphasized that any further aggression would have a great prize for the  russian regime .wielding the normandy format the eu and the usa have threatened in the case of a possible robbery of russia on ukraine with sharp sanctions . baerbock spoke out to fill the normandy format for the solution of the conflict with life again . germany and france convey in"
"20230209160000_tra_A0000720","logistics company “ raiffeisen ” “ unicredit ” “ unicredit ” raiffeisenbank has been working in russia since 1996 and is a subsidiary of raiffeisen bank international ag - one of the largest austrian banking banking groups . it is included in the list of systemically significant credit organizations in  russia . in march 2022 , raiffeisen bank international said that he was considering all the options for his russian “ daughter ” , including “ carefully organized exit ” . raiffeisenbank replied to this that he would remain on the market , even if rbi gets out of its capital"
"20220129101500_tra_A0000059","its not intended for any military climbing . we are realistic , lucid and so we are preparing . we are ready to defend the countries that are closer to this zone of tension whose first issue is the first issue . ukraine . #  ukraine invited from france inter this morning , the minister of the armies that diplomatic and political solutions would make it possible to resolve the conflict but is ready to send several hundred of military in romania , country frontier of ukraine , to be able to contribute to this reinsurance"
"20191217040000_eng_A0000245","bali , indonesia : a baby orangutan that was drugged by a  russian trafficker in a failed bid to smuggle it out of bali will be released back into the wild.the case made headlines in march when suspicious authorities on the indonesian holiday island stopped andrei zhestkov , who was flying back to russia , and opened his luggage to find a two-year-old"
"20220409073000_tra_A0001030","thousands of people run away from the no-target bombing of the russians . he is in ukraine , near kyiv , for four weeks ; for security reasons , is not allowed to specify the exact location . mehmet climbed in the train shortly after the russian invasion and entered  ukraine through warsaw , he says . on the train , he met someone who had a contact in ukraine . thats how he came to join his unity , made up of 25 volunteers , including danes , americans , swedes , spaniards , french and other germani.mehmet , german"
"20220329100000_tra_A0000451","anonymity , there are no three initial requirements of russia : demilitarization , denazification and protection of the russian language in ukraine . a member of the ukrainian negotiation group david arahamia told financial times that the parties are close to the agreement on security guarantees and the possibility of  ukraines accession to the eu , however , in his opinion , the breakthrough should be treated carefully . the head of the russian delegation , vladimir medinsky , reporting on the progress of the negotiations , noted that on secondary issues of the position approach , but according to the"
"20210130084500_tra_A0001241","characterized by dangerous and infectives , while other social ways of confirming confidence are looking for . it is now , suicidal trust : in paris , the two french fast kisses on the cheek ( known as la bise ) , it was something very common in serbia ,  russia , and egypt , traditionally kissing three times on the cheek , while in latin america and the philippines , four times . and what about maoris traditional greeting , which is done by touching their noses ? pandemia caused a paradigm shift virginia heffernan , author magic and loss"
"20190409020000_tra_A0001677","should be ashamed of itself because it leads the western world in the internet . the proposals are a historic attack on freedom of speech and freedom of the press . at a time when criticizing britain violations of freedom of expression in countries such as iran , china and  russia , we should not undermine our freedom in our country . the activists of defenders of freedom of expressions that the government should not create an environment that encourages control over the project expression . step it opposes any sponsorship duty imposes internet platforms . this means that they need"
"20211202081500_tra_A0000978","paint departments are just in pelicans , tapsaara , hpk , jukkeles and sportt .pori vice development director tommi kerttula says that one major reason for this is money - foreign goalkeepers are cheaper than domestic waters . at this time , there are currently rejected swedish linus söderström and  russian konstantin volkov.- we simply did not have received domestic goaliers at prices than we have tried . in the abroad , the player alternatives have been more versatile , kerttula notes . the aliens of the alien goalkeepers in the sm-league have a worrying reading in the sm league in"
"20221016060000_eng_A0000293","of 5,937 dead . in august the pentagon said russia has suffered between 70,000 and 80,000 casualties , either killed or wounded.putin ordered the mobilization three weeks ago , part of a response to russian battlefield defeats in ukraine . he has also proclaimed the annexation of four partially occupied  ukrainian provinces and threatened to use nuclear weapons.zelenskiy , speaking in an evening address , also said russian missiles and drones had continued to hit ukrainian cities , causing destruction and casualties.kyiv said on friday that it expected the united states and germany to deliver sophisticated anti-aircraft systems this month to"
"20230625193000_eng_A0000648","possible clashes or gunfire.importantly , moscow also is seeking to reassure the russian population and the world who its friends are . this as western officials and media reports seemed to positively gloat over the brief mutinous wagner march on moscow . there seemed a collective sigh of disappointment from  kiev  and its western backers when the spiraling situation was halted via the lukashenko ceasefire deal.russias foreign ministry has announced that china fully supported the kremlins efforts to counter the wagner rebellion.according to the statement in : the chinese side expressed support for the efforts of the leadership of the russian"
"20191030120000_tra_A0001133","the director of the department of culture of the  kiev  city council diana popova reported that in the center of the ukrainian capital at the site of the monument to vladimir lenin , a new sculpture was established , reports . the monument to lenin was dismantled back in 2013 , last year an art object appeared in his place"
"20221209030000_eng_A0000236","winter temperatures can fall to 5 degrees fahrenheit in winter in kyiv , reuters noted . if electricity supply continues to be absent while outside temperatures remain low , we will unfortunately be forced to drain water from buildings , klitschko told reuters . right now there is heating in  kyiv, there is electricity , he continued , adding that at least for the time being there was no need for evacuation.the mayor told residents to remain calm but to prepare for various scenarios.correction : december 12 , 2022 — an earlier version this story misstated when vitali klitschko made some"
"20220531080000_tra_A0000359","winners of the eurovision-2022 kalush orchestra will receive a new crystal microphone . this was reported on the official youtube channel eurovision song contest , the report said . earlier , the winners of the eurovision-2022 kalush orchestra sold their award at the auction to help the armed forces of  ukraine . the winner was able to sell the winner for 900 thousand dollars . for this money , they now plan to purchase a set of unmanned aerial vehicles pd-2 , designed for air intelligence and combat use . recall that kalush orchestra won eurovision this year with the song"
"20220505113000_tra_A0001866",", lukashenko said that ukraine provokes russia and insisted that belarus committed to peace .on said that he did not think that the russian operation in ukraine would develop like this like this . but im not involved enough to say if he goes as the plan , as the  russians say , or what i have an impression . i want to emphasize again , i feel that this operation was stretched , said lukashenko , belarus categorically does not accept any war . we have now done to war , lukashenko said they were thanks to minsk , negotiations"
"20181017154500_tra_A0000951","in the south-east of  moscow  began to restore the garage of the state university , built on the project of the architect konstantin melnikov . this is reported by the portal of the mayor and government . the object was erected in 1936. he became the personification of the completion of the era of the"
"20220613140000_tra_A0002513","impressive traditions of song and dance festivals , but songs have long been associated with freedom . this year , the festivals big concert will be reminded of the 1988-1991 singing revolutionary period . the song festivals - the big gaudeamus concert in mountain park will express support for the  ukrainian nation and perform the ukrainian folk song cervona kalina and the song come , created by raminta naujanyte -bjelle specially created for the festival ."
"20220427084500_tra_A0002440","the trauma of the nazi past , but also by a long policy of caution in relations with russia . scholz himself has announced a package of 100 billion euros to strengthen the german army . several companies have declared a willingness to deliver tanks and other weapons technique to  ukraine . in the opposition - led a few years ago by former chancellor angela merkel - however the countrys defense policy . for german critics , an argument for the allegations of inaction is the contrast with the united states , which promised equipment for $ 3.2 billion , the"
"20220426214500_tra_A0000632","cryptocurrency that was originally parodic , thanks to which he seems to have helped shoot his price . - duel against putin - challenge to vladimir putin to a man to man fight , elon musk said on march 14. the winner would stay with ukraine , a country that  russia had invaded three weeks before . do you accept this fight ? he added in another message , in russian , addressed to the kremlin . - difficult love - elon musk loves to criticize twitter . he made a series of derogatory comments in early april , before announcing"
"20220705133000_tra_A0000871","odessa region , a corrector of fire was detained , which reported the movement of military cargo through belgorod-dnestrovsky district and reported on the results of blows on the railway bridge . they explored the positions of the armed forces of ukraine in the south . the russian federation against  ukraine on february 24 in an independent ukraine and staged a real collapse in the country . the invaders not only capture military units , airports and other strategic sites , but also shoot for civilians and multi -storey buildings of cities.27 february 2022 that belarus can declare war for ukraine"
"20220726123000_tra_A0000659","lada ) to 34 percent ( toyota ) . an interesting trend in the sales of luxury used cars is observed . sales of expensive used cars in the first half of the year have increased by 22 percent compared to the same period of 2021. most often , the  russians chose bentley and maserati cars . in the beginning of june , auto.ru experts that the old toyota cars and other foreign cars in russia in june have become more expensive than at the time of their purchase three to five years ago in a new state . more than"
"20220907081500_tra_A0001678","the look at china among the guests in the forum was chinas leading legislator li zhanshu , who today holds the 3rd place in the communist party of china . putin said china will pay gazprom for its natural gas in national coins , based on a 50-50 distribution between  russian ruble and chinese yuan . russias economy is facing what has called the economic and technological aggression of the west , but recognized some difficulties in some sectors and areas . among the affected industries are , according to him , those dependent on supplies from europe . it is"
"20180121101500_eng_A0001159","talk to the media , said the death toll was over 30 and might climb higher . the dead included hotel staff and guests as well as members of the security forces who fought the attackers.all five attackers were also killed , interior ministry spokesman najib danesh said.in kiev ,  ukrainian foreign minister pavlo klimkin said on twitter that six ukrainians were killed in the attack.the raid was the latest in a series of attacks that have underlined the city ’ s vulnerability and the ability of militants to mount high-profile operations aimed at undermining confidence in the western-backed government.more than"
"20220327143000_tra_A0000864","should start the second phase of the war , the russian ministry of defense , the main tasks of the first phase of the operation were completed , and now russian forces turn to donbasas complete liberation , regions in the east of ukraine . all the latest events from  ukraine you could have tracked live on nova.rs . 23.23 - šolc : change of regime in russia is not the goal of nato , we are considering the purchasing shield in the interview that has today given for german ard , chancellor of german olaf šolc reblogged that putin shift"
"20230510111500_tra_A0000657","@ inosmi.ru+ 495 66 01fgup mia “ today ” news-rurhttps : //inosmi.ru /docs/about/copyright.htmlhttps : //xn -- -- c1acbl2abdlkab1og.xn -- p1ai/inosminfo @ inosmi.ru+ 495 645 66 01fgup mia mia tomenfo @ inosmi.rumihel 495 645 66 66 66 66 fsue mia russia today » inosminfo @ inosmi.ru+7 495 645 66 01fgup mia  russia today inosmi"
"20230519134500_tra_A0000719","slovakias position on russian aggression against  ukraine will not change with the entry of the new government , slovak foreign minister miroslav wlachovsky said in prague on friday after meeting with czech foreign minister jan lipavsky . we continue to help ukraine , we want fair peace , he told wlachovsky reporters at a press conference after"
"20230222094500_tra_A0001602","almost a year from the beginning of the war in ukraine , moscow shows no signs that it was open to concluding conflicts , and  russian president vladimir putin expects the battlefields boss . photo : profimedia / illustration - putin is now interested in ending the battlefield and achievement as possible , in order to then dictate the peace agreement under their conditions , at some point in the future - said the head of"
"20220826223000_tra_A0000719","in the irans airspace , in the last two months , sources quoted by the saudi publication elaph , based in london , and daily the times of israel . israeli air incursions took place during a series of exercises that had the role of trying to avoid iranian and  russian radars . the tehran administration conditions the return to fully comply with the 2015 agreement by washingtons cancellation of the sanctions reprinted after the us withdrawal from the treaty by the 2018 decision of president donald trump . josep borrell fontelles , the high representative of the european union for"
"20230125231500_tra_A0000823","25/01/23 | 23:37 & gt ; 26/01/23 | 08:20 25/01/23 | 23:37 & gt ; 26/01/23 | 08:20 there will be 14 films in the competition program , and for the award gold , silver and bronze egg , authors from hungary , serbia ,  russia , uzbekistan , israel , greece , czech republic , iran , slovakia , mongolia , 25 . january 2023- deputy prime minister of the republic of serbia and the minister of culture , the international film and music festival kustendorf emphasized that this event has already emeriously radiated by"
"20220417173000_tra_A0001009","civilians after the withdrawal of russian troops from kiev region . the designation of the genocide used us president joe biden , polish prime minister mateusz morawiecki or the boss of the spanish government pedro sánchez . italian diplomacy has declared that it does not have enough knowledge to indicate  russian starting with the genocide . the green station cnn said that the matter was negotiated directly with macron and invited him to ukraine to understand that what is happening in the country there is no war , but genocide . when it comes and see , im sure it will"
"20220818120000_tra_A0000478",", 14:44-regnum the ministry of defense of russia published a video of relocation of mig-31 aircraft at the chkalovsk airfield of the kaliningrad region . the mig-31 fighter of the russian air force ministry of defense of  russia are these aircraft carriers of the dagger hypersonic missiles . during the flight , the ministry told , the issues of interaction with the fighter aircraft of the 6th air force and air defense army , as well as the maritime aviation of the baltic fleet , were worked out"
"20220204154500_tra_A0000819","doctors in new urengoy saved the sick covid-19 watching , come to the hospital and start treating a man convinced the precinct , . very anxiety scored a  russian wife . the native turned to the volunteers on yamal during the christmas holidays and said that her spouse was on earnings in new urengoy in serious condition . wattovik flatly refused to go to the doctors . the wounders called the district and introduced into the course of the"
"20221115231500_tra_A0001045","in a statement , the russian government stated that no target attack near the ukraine and poland border was made 247 - the  russian ministry of defense denied that he launched missiles against poland and said the accusation is a deliberate provocation with the objective of aggravating the situation in the region of ukraine . according to us intelligence , two people died on tuesday ( 15 ) in an explosion in przewodów ,"
"20190527141500_eng_A0000571",", rebuilding our military , taking care of our vets ( choice ) , judges , best jobs numbers ever , and much more ? ” trump said . “ dems are obstructionists ! ” in another tweet , trump referenced special counsel robert mueller ’ s completed investigation on  russia ’ s interference in the 2016 election and said , “ the dems are getting nothing done in congress ! they only want a do-over on mueller ! ” trump ’ s tweet about impeachment was in response to comments made on sunday by freshman michigan democratic rep. rashida tlaib"
"20220427154500_tra_A0002441","a platform for buying gas at the european union level to diversify the sources of its supply . it is expected that the leaders of member states during their summit on thursday and friday will give the green light , according to the draft conclusions . in order to dismiss  moscow  after its war against ukraine , the european union wants to reduce its purchases of russian gas by two -thirds of this year . by collecting requests , the commission said it will facilitate contacts with international suppliers and can get appropriate prices thanks to the economic weight of the"
