Event ID	Event Date	Event Type	Event Mode	Event Intensity	Quad Code	Contexts	Actor Name	Actor Country	Actor COW	Primary Actor Sector	Actor Sectors	Actor Title	Actor Name Raw	Wikipedia Actor ID	Recipient Name	Recipient Country	Recipient COW	Primary Recipient Sector	Recipient Sectors	Recipient Title	Recipient Name Raw	Wikipedia Recipient ID	Placename	City	District	Province	Country	Latitude	Longitude	GeoNames ID	Raw Placename	Feature Type	Source	Publication Date	Story People	Story Organizations	Story Locations	Language	Version
20230927-0129-5ad152cbf7c6_RETREAT_return	2023-09-27	RETREAT	return	5.50	MATERIAL COOPERATION	terrorism 	None	None	None	None	None	None	Turkic - speaking countries	None	None	Azerbaijan	373	None	None	None	Azerbaijan	None	Republic of Turkey	None	None	None	TUR	39.0	35.0	298795	Türkiye	PCLI	Trend News Agency	2023-09-27	Hafizoglu 	the Azerbaijani Armed Forces | the Trend News Agency 	Republic of Azerbaijan | Republic of Turkey | Qarah Bāgh 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0514-1aa247570698_COERCE_arrest	2023-09-27	COERCE	arrest	-7.00	MATERIAL CONFLICT	terrorism 	None	Azerbaijan	373	GOV	GOV	authorities	Azerbaijani authorities	None	Ruben Salazar	United States	2	CVL	CVL	individuals	Ruben Vardanyan	Ruben Salazar	None	None	None	None	None	None	None	None	Lachin border checkpoint	None	Trend News Agency	2023-09-27	Ruben Vardanyan | Vardanyan 	the Rapid Response Force | the State Border Service | Trend 	Republic of Azerbaijan | Baku | Republic of Armenia | Laçın | Qarah Bāgh 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0594-32e8df96f28e_REQUEST	2023-09-27	REQUEST	None	0.00	VERBAL CONFLICT	migration 	Olivia Chow	Canada	20	PTY	PTY	politician	Olivia Chow	Olivia Chow	None	None	None	GOV	GOV	cabinet of ministers	federal cabinet ministers	None	Ottawa	Ottawa	Ottawa	Ontario	CAN	45.41117	-75.69812	6094817	Ottawa	PPLC	The Toronto Star	2023-09-27	Jagmeet Singh | Marc Miller | Pierre Poilievre | Doug Ford | Sean Fraser | Chow | Olivia Chow 	Federation of Canadian Municipalities | Star | FCM | NDP | Housing and Infrastructure Minister 	Ottawa | Toronto | Canada | City of Toronto 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0864-939c087850bd_THREATEN_restrict	2023-09-27	THREATEN	restrict	-3.00	VERBAL CONFLICT	religion_ethnicity | migration 	None	Azerbaijan	373	None	None	None	Azerbaijan	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Nagorno - Karabakh region	None	The Toronto Star	2023-09-27	Thomas de Waal 	Carnegie Europe 	Republic of Azerbaijan | Republic of Armenia | Qarah Bāgh 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1542-d54bfc82feb5_REJECT_assist	2023-09-27	REJECT	assist	-1.50	VERBAL CONFLICT	None	Greg Rickford	Canada	20	GOV	GOV	Special Affairs Of Tribes People Minister	Greg Rickford	Greg Rickford	First Nations in Canada	Canada	20	CVL	CVL	indigenous people	First Nations	First Nations in Canada	None	None	None	None	None	None	None	None	Queen 's Park	None	The Toronto Star	2023-09-27	Greg Rickford | Chris Moonias | Ford | Doug Ford | Rickford | Sol Mamakwa 	the First Nations | Neskantaga First Nation | the Land Defence Alliance | First Nations | Indigenous Affairs 	Grassy Narrows | Muskrat Dam | Tierra del Fuego | Angling Lake/Wapekeka Airport 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1542-d54bfc82feb5_REJECT_change	2023-09-27	REJECT	change	-2.00	VERBAL CONFLICT	None	First Nations in Canada	Canada	20	CVL	CVL	indigenous people	First Nations	First Nations in Canada	Greg Rickford	Canada	20	GOV	GOV	Special Affairs Of Tribes People Minister	Greg Rickford	Greg Rickford	None	None	None	None	None	None	None	None	Queen 's Park	None	The Toronto Star	2023-09-27	Greg Rickford | Chris Moonias | Ford | Doug Ford | Rickford | Sol Mamakwa 	the First Nations | Neskantaga First Nation | the Land Defence Alliance | First Nations | Indigenous Affairs 	Grassy Narrows | Muskrat Dam | Tierra del Fuego | Angling Lake/Wapekeka Airport 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1791-33e0f5d8b141_COERCE_seize	2023-09-27	COERCE	seize	-7.00	MATERIAL CONFLICT	repression | corruption 	Tokyo	Japan	740	GOV	GOV	capital city	Tokyo District Public Prosecutors Office	Tokyo	None	Japan	740	None	None	None	Japan Wind Development Co	None	None	None	None	None	None	None	None	None	Tokyo	None	Jiji Press English News Service	2023-09-27	Masatoshi Akimoto | Tsukawaki | Akimoto 	the House of Representatives | the Tokyo District Public Prosecutors Office | Japan Wind Development Co. | Diet | Japan Wind 	Japan 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1791-33e0f5d8b141_COERCE_ban	2023-09-27	COERCE	ban	-7.00	MATERIAL CONFLICT	repression | corruption 	Tokyo	Japan	740	GOV	GOV	capital city	Tokyo District Public Prosecutors Office	Tokyo	Masatoshi Akimoto	Japan	740	PTY	PTY	politician	Masatoshi Akimoto	Masatoshi Akimoto	None	None	None	None	None	None	None	None	Tokyo	None	Jiji Press English News Service	2023-09-27	Masatoshi Akimoto | Tsukawaki | Akimoto 	the House of Representatives | the Tokyo District Public Prosecutors Office | Japan Wind Development Co. | Diet | Japan Wind 	Japan 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1791-33e0f5d8b141_COERCE_arrest	2023-09-27	COERCE	arrest	-7.00	MATERIAL CONFLICT	repression | corruption 	Tokyo	Japan	740	GOV	GOV	capital city	Tokyo District Public Prosecutors Office	Tokyo	Masatoshi Akimoto	Japan	740	PTY	PTY	politician	Masatoshi Akimoto	Masatoshi Akimoto	None	None	None	None	None	None	None	None	Tokyo	None	Jiji Press English News Service	2023-09-27	Masatoshi Akimoto | Tsukawaki | Akimoto 	the House of Representatives | the Tokyo District Public Prosecutors Office | Japan Wind Development Co. | Diet | Japan Wind 	Japan 	English	NGEC_coder-Vers001-b1-Run-001
20230927-2546-06b209514abd_CONSULT_multilateral	2023-09-27	CONSULT	multilateral	4.00	VERBAL COOPERATION	economic 	None; None; World Trade Organization	None; None; United Nations	None; None; None	CVL; GOV; LAB	CVL; GOV; LAB	scientist; director general; trade union	researcher; director; World Trade Organization	None; None; World Trade Organization	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	香港01网 (简体)	2023-09-27	Xi Jinping | Gu Xueming 	the Ministry of Commerce | the Political Bureau of the CPC Central Committee | the World Trade Organization | the Research Institute | World Trade Organization | WTO | The Political Bureau 	People’s Republic of China 	Chinese	NGEC_coder-Vers001-b1-Run-001
20230927-2546-06b209514abd_CONSULT_phone	2023-09-27	CONSULT	phone	1.50	VERBAL COOPERATION	economic 	None; None; World Trade Organization	None; None; United Nations	None; None; None	CVL; GOV; LAB	CVL; GOV; LAB	scientist; director general; trade union	researcher; director; World Trade Organization	None; None; World Trade Organization	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	香港01网 (简体)	2023-09-27	Xi Jinping | Gu Xueming 	the Ministry of Commerce | the Political Bureau of the CPC Central Committee | the World Trade Organization | the Research Institute | World Trade Organization | WTO | The Political Bureau 	People’s Republic of China 	Chinese	NGEC_coder-Vers001-b1-Run-001
20230927-2675-f5f114c5997e_AID	2023-09-27	AID	NA	10.00	MATERIAL COOPERATION	human_rights 	None	Russia	365	MIL	MIL	prisoner of war	Russian prisoners of war	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Agence France Presse	2023-09-27	Volk | Volker Turk 	UN 	Moscow | Russian Federation | Ukraine | Kyiv 	English	NGEC_coder-Vers001-b1-Run-001
20230927-2675-f5f114c5997e_ACCUSE_investigate	2023-09-27	ACCUSE	investigate	-3.50	VERBAL CONFLICT	human_rights 	None	Russia	365	MIL	MIL	prisoner of war	Russian prisoners of war	None	None	United Nations	None	GOV	GOV	authorities	UN investigators	None	None	None	None	None	None	None	None	None	western Ukraine	None	Agence France Presse	2023-09-27	Volk | Volker Turk 	UN 	Moscow | Russian Federation | Ukraine | Kyiv 	English	NGEC_coder-Vers001-b1-Run-001
20230927-2675-f5f114c5997e_ACCUSE_allege	2023-09-27	ACCUSE	allege	-3.50	VERBAL CONFLICT	human_rights 	None; None	Ukraine; None	369; None	GOV; None	GOV; None	authorities; rights group	Ukrainian authorities; authorities Western rights groups	None; None	None	Russia	365	None	None	None	Russia	None	None	None	None	None	None	None	None	None	western Ukraine	None	Agence France Presse	2023-09-27	Volk | Volker Turk 	UN 	Moscow | Russian Federation | Ukraine | Kyiv 	English	NGEC_coder-Vers001-b1-Run-001
20230927-2800-461af72ac4a1_THREATEN	2023-09-27	THREATEN	None	-3.50	VERBAL CONFLICT	None	None	None	None	LEG	LEG	mp	MP	None	None	Russia	365	REL	REL	methodist church	Russian church	None	None	None	None	None	None	None	None	None	BBC Monitoring	None	BBC Monitoring Ukraine & Baltics	2023-09-27	Sonya Koshkina | Koshkina | Taras Sydorzhevskyy 	The Ukrainian Orthodox Church of the Moscow Patriarchate | Glavred | BBC Monitoring | pro - Moscow Ukrainian Ortodox Church | LB.ua 	Russian Federation | Ukraine | Republic of Namibia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-3694-1d34c845f314_AID	2023-09-27	AID	NA	10.00	MATERIAL COOPERATION	economic | inequality | technology 	Ministry of Cities	Brazil	140	GOV	GOV	government organization	Ministry of Cities	Ministry of Cities	None	Brazil	140	CVL	CVL	neighbourhood	Brazilian outskirts	None	None	None	None	None	None	None	None	None		None	Folha de São Paulo	2023-09-27	None	the Ministry of Cities | PAC | Periferia Viva | The Ministry of Cities | the National Secretariat for Peripheries 	None	Portuguese	NGEC_coder-Vers001-b1-Run-001
20230927-3832-b6e6ab20f150_ASSAULT_assassinate	2023-09-27	ASSAULT	assassinate	-9.50	MATERIAL CONFLICT	political_institutions | legal | health 	None	None	None	None	None	None	Macovei Monica - Luisa	None	Monica Macovei	Romania	360	ELI	ELI	previously held a GOV role, so coded as ELI.	Monica Macovei	Monica Macovei	Mangalia	Mangalia	Municipiul Mangalia	Constanța	ROU	43.8	28.58333	673921	Mangalia	PPLA2	AGERPRES	2023-09-27	Monica Macovei | Macovei | Macovei Monica - Luisa 	the Public Prosecutor 's Office of the Court of Appeal 	Bodensee | Mangalia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-4008-91f0a9e8b4f8_REJECT_yield	2023-09-27	REJECT	yield	-2.00	VERBAL CONFLICT	political_institutions 	Paris	France	220	GOV	GOV	capital city	Paris	Paris	Sylvain Cossette	Canada	20	CVL	CVL	singer	Sylvain Eteh	Sylvain Cossette	Niamey	None	None	Niamey	NER	13.52139	2.10528	2595294	Niamey	ADM1	Syrian Arab News Agency	2023-09-27	Emmanuel Macron | Sylvain Eteh | Ete 	Niamey - SANA | Agence France - Presse | the Ministry of the Interior 	Republic of Niger | Republic of Chad | Niamey | Paris 	Arabic	NGEC_coder-Vers001-b1-Run-001
20230927-5182-7aaefda2253f_THREATEN_restrict	2023-09-27	THREATEN	restrict	-3.00	VERBAL CONFLICT	asylum | migration 	None	Germany	260	None	None	None	Germany	None	Poland	Czechia	316	UNK	UNK	continent	Poland the Czech Republic	Poland	None	None	None	None	None	None	None	None		None	Associated Press Newswires	2023-09-27	Faeser | Nancy Faeser 	the European Commission 	Syrian Arab Republic | Islamic Republic of Afghanistan | Federal Republic of Germany | Republic of Poland | Czechia | Mediterranean Sea | Republic of Turkey 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5182-7aaefda2253f_THREATEN_arrest	2023-09-27	THREATEN	arrest	-3.50	VERBAL CONFLICT	asylum | migration 	None	Germany	260	None	None	None	Germany	None	None	None	None	None	None	None	None	None	Czechia	None	None	None	CZE	49.75	15.0	3077311	Poland the Czech Republic	PCLI	Associated Press Newswires	2023-09-27	Faeser | Nancy Faeser 	the European Commission 	Syrian Arab Republic | Islamic Republic of Afghanistan | Federal Republic of Germany | Republic of Poland | Czechia | Mediterranean Sea | Republic of Turkey 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5566-63f27d5c9e00_MOBILIZE_troops	2023-09-27	MOBILIZE	troops	-6.50	MATERIAL CONFLICT	None	None	Germany	260	UAF	UAF	mercenary	Wagner mercenary fighters	None	None	Russia	365	None	None	None	Russia	None	Bakhmut	Bakhmut	Bakhmut Municipality	Donetsk Oblast	UKR	48.59441	37.99983	713174	Bakhmut	PPLA2	The Moscow Times	2023-09-27	Prigozhin | Wagner | Yevgeny Prigzhin | Groove 	Institute for the Study of War 	Bakhmut | Russian Federation | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5566-63f27d5c9e00_MOBILIZE_militia	2023-09-27	MOBILIZE	militia	-6.00	MATERIAL CONFLICT	None	None	Germany	260	UAF	UAF	mercenary	Wagner mercenary fighters	None	None	Russia	365	None	None	None	Russia	None	Bakhmut	Bakhmut	Bakhmut Municipality	Donetsk Oblast	UKR	48.59441	37.99983	713174	Bakhmut	PPLA2	The Moscow Times	2023-09-27	Prigozhin | Wagner | Yevgeny Prigzhin | Groove 	Institute for the Study of War 	Bakhmut | Russian Federation | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5824-73ee204b3b3d_ACCUSE_disapprove	2023-09-27	ACCUSE	disapprove	-2.00	VERBAL CONFLICT	None	None	North Korea	731	None	None	None	North Korea	None	None	None	None	None	None	None	Travis King	None	Republic of Korea	None	None	None	KOR	36.5	127.75	1835841	South Korea	PCLI	EFE News Service	2023-09-27	King | Travis King 	KCNA | the US Army 	United States | Republic of Korea | Israel-Syria Demilitarized Zones | Democratic People’s Republic of Korea | Verlegenhuken | North Macedonia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5824-73ee204b3b3d_ACCUSE_allege	2023-09-27	ACCUSE	allege	-3.50	VERBAL CONFLICT	None	None	North Korea	731	None	None	None	North Korea	None	None	None	None	None	None	None	Travis King	None	Republic of Korea	None	None	None	KOR	36.5	127.75	1835841	South Korea	PCLI	EFE News Service	2023-09-27	King | Travis King 	KCNA | the US Army 	United States | Republic of Korea | Israel-Syria Demilitarized Zones | Democratic People’s Republic of Korea | Verlegenhuken | North Macedonia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5824-73ee204b3b3d_COERCE	2023-09-27	COERCE	None	-7.00	MATERIAL CONFLICT	None	None	North Korea	731	None	None	None	North Korea	None	None	None	None	None	None	None	Travis King	None	Republic of Korea	None	None	None	KOR	36.5	127.75	1835841	South Korea	PCLI	EFE News Service	2023-09-27	King | Travis King 	KCNA | the US Army 	United States | Republic of Korea | Israel-Syria Demilitarized Zones | Democratic People’s Republic of Korea | Verlegenhuken | North Macedonia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5969-47310e84f929_MOBILIZE_troops	2023-09-27	MOBILIZE	troops	-6.50	MATERIAL CONFLICT	military 	None; None	United States; Philippines	2; 840	None; None	None; None	None; None	United States; Philippines	None; None	None	Japan	740	None	None	None	Japan	None	None	None	None	None	None	None	None	None	Sorsogon; Catanduanes	None	Kyodo News	2023-09-27	None	Maritime Self - Defense Force | U.S. Navy | the Philippine Armed Forces | Philippine Navy 	People’s Republic of China | Luzon | Sorsogon | Republic of the Philippines | United Kingdom of Great Britain and Northern Ireland | Commonwealth of Australia | New Zealand | Canada | Japan | Republic of Indonesia | Republic of France | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-5969-47310e84f929_MOBILIZE_weapons	2023-09-27	MOBILIZE	weapons	-6.50	MATERIAL CONFLICT	military 	Japan Maritime Self-Defense Force	Japan	740	MIL	MIL	combat ship	Japan 's Maritime Self - Defense Force	Japan Maritime Self-Defense Force	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Sorsogon; Catanduanes	None	Kyodo News	2023-09-27	None	Maritime Self - Defense Force | U.S. Navy | the Philippine Armed Forces | Philippine Navy 	People’s Republic of China | Luzon | Sorsogon | Republic of the Philippines | United Kingdom of Great Britain and Northern Ireland | Commonwealth of Australia | New Zealand | Canada | Japan | Republic of Indonesia | Republic of France | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-7745-a772c904250c_THREATEN_restrict	2023-09-27	THREATEN	restrict	-3.00	VERBAL CONFLICT	health 	None	United Kingdom	200	GOV	GOV	authorities	Scottish authorities	None	None	None	None	None	None	None	None	None	Glasgow	Glasgow	Glasgow City	Scotland	GBR	55.86515	-4.25763	2648579	Glasgow	PPLA2	Associated Press Newswires	2023-09-27	Elena Whitham 	None	Federal Republic of Germany | Scotland | Kingdom of the Netherlands | Glasgow 	English	NGEC_coder-Vers001-b1-Run-001
20230927-8048-d87206e8232c_MOBILIZE_weapons	2023-09-27	MOBILIZE	weapons	-6.50	MATERIAL CONFLICT	military 	Korea	None	None	UNK	UNK	region	Korea	Korea	Admitted; Was (Not Was)	India; United States	750; 2	JRN; UAF	JRN; UAF	filmaker; armed band	admitted; was	Admitted; Was (Not Was)	None	None	None	None	None	None	None	None	South	None	Reuters News	2023-09-27	King | Travis King 	KCNA 	Republic of Korea | North Macedonia | Democratic People’s Republic of Korea | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-8048-d87206e8232c_COERCE	2023-09-27	COERCE	None	-7.00	MATERIAL CONFLICT	military 	Korea	None	None	UNK	UNK	region	Korea	Korea	Admitted; Was (Not Was)	India; United States	750; 2	JRN; UAF	JRN; UAF	filmaker; armed band	admitted; was	Admitted; Was (Not Was)	None	None	None	None	None	None	None	None	South	None	Reuters News	2023-09-27	King | Travis King 	KCNA 	Republic of Korea | North Macedonia | Democratic People’s Republic of Korea | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-9558-56604474b7eb_ACCUSE_allege	2023-09-27	ACCUSE	allege	-3.50	VERBAL CONFLICT	None	Xiaoyao Faction	China	710	None	None	No code identified, but country found	FDC Katonga faction	Xiaoyao Faction	None; None; None	None; None; Uganda	None; None; 500	None; None; COP	None; None; COP	None; None; police	Secretary General Nandala Mafaabi; suspended FDC President; Uganda Police	None; None; None	Busiabala	Busiabala	Busia District	Eastern Region	UGA	0.33524	33.90767	11259364	Busaabala	PPL	AllAfrica	2023-09-27	Erias Lukwago | Nandala Mafaabi | Katonga | Nandala | Lukwago | Patrick Amuriat | Semujju Nganda | Toterebuka Bamwenda | Amuriat 	Katonga | DFCU | Centenary | EC | FDC 	Busiabala | Kira | Republic of Uganda 	English	NGEC_coder-Vers001-b1-Run-001
20230927-9677-11cc80344e1c_COOPERATE	2023-09-27	COOPERATE	NA	9.50	MATERIAL COOPERATION	None	None	Gabon	481	None	None	None	Gabon	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	U.S. government	None	AllAfrica	2023-09-27	None	the Economic Community of Central African States | the African Union 	Gabonese Republic | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0662-69ad30a79358_CONSULT_visit	2023-09-27	CONSULT	visit	4.00	VERBAL COOPERATION	None	Vladimir Putin	Russia	365	GOV	GOV	president	Vladimir Putin	Vladimir Putin	Salva Kiir Mayardit	Sudan	625	GOV	GOV	president of the country	Salva Kiir	Salva Kiir Mayardit	Russian Federation	None	None	None	RUS	60.0	100.0	2017370	Russia	PCLI	World Service Wire	2023-09-27	Salva Kiir | Vladimir Putin 	Kremlin 	Russian Federation 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0662-69ad30a79358_CONSULT_multilateral	2023-09-27	CONSULT	multilateral	4.00	VERBAL COOPERATION	None	Vladimir Putin; Salva Kiir Mayardit	Russia; Sudan	365; 625	GOV; GOV	GOV; GOV	president; president of the country	Vladimir Putin; Salva Kiir	Vladimir Putin; Salva Kiir Mayardit	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	World Service Wire	2023-09-27	Salva Kiir | Vladimir Putin 	Kremlin 	Russian Federation 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0662-69ad30a79358_CONSULT_phone	2023-09-27	CONSULT	phone	1.50	VERBAL COOPERATION	None	Vladimir Putin; Salva Kiir Mayardit	Russia; Sudan	365; 625	GOV; GOV	GOV; GOV	president; president of the country	Russian President Vladimir Putin; Salva Kiir	Vladimir Putin; Salva Kiir Mayardit	None	None	None	None	None	None	None	None	Russian Federation	None	None	None	RUS	60.0	100.0	2017370	Russia	PCLI	World Service Wire	2023-09-27	Salva Kiir | Vladimir Putin 	Kremlin 	Russian Federation 	English	NGEC_coder-Vers001-b1-Run-001
20230927-0749-c76a5033da4c_THREATEN	2023-09-27	THREATEN	None	-3.50	VERBAL CONFLICT	None	Moscow	Russia	365	GOV	GOV	capital city	Moscow	Moscow	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Yaroslav Hunka	None	World Service Wire	2023-09-27	Dmitry Peskov | Yaroslav Hunka | Hunka&#39;s | Vladimir Zelensky | Melanie Joly | Peskov 	Kremlin | House | Associated Press 	Ottawa | Moscow 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1103-3e6a9a307ca0_REJECT	2023-09-27	REJECT	None	-2.00	VERBAL CONFLICT	political_institutions 	Paris	France	220	GOV	GOV	capital city	Paris	Paris	None	France	220	GOV	GOV	ambassador to	French ambassador to Niger	None	Niamey	None	None	Niamey	NER	13.52139	2.10528	2595294	Niamey	ADM1	Horizons	2023-09-27	Emmanuel Macron | Itté | Sylvain Itté 	AFP | the Nigerien Interior Ministry 	Republic of Niger | Republic of Chad | Niamey | Paris 	French	NGEC_coder-Vers001-b1-Run-001
20230927-1103-3e6a9a307ca0_COERCE	2023-09-27	COERCE	None	-7.00	MATERIAL CONFLICT	political_institutions 	None	None	None	MIL	MIL	military	military	None	None	France	220	GOV	GOV	ambassador to	French ambassador to Niger	None	Niamey	None	None	Niamey	NER	13.52139	2.10528	2595294	Niamey	ADM1	Horizons	2023-09-27	Emmanuel Macron | Itté | Sylvain Itté 	AFP | the Nigerien Interior Ministry 	Republic of Niger | Republic of Chad | Niamey | Paris 	French	NGEC_coder-Vers001-b1-Run-001
20230927-1328-c7e0cafac5b8_CONSULT_multilateral	2023-09-27	CONSULT	multilateral	4.00	VERBAL COOPERATION	economic 	Yelena Silina; None	Russia; Ukraine	365; 369	None; None	None; None	No code identified, but country found; None	Evika Silina; Ukraine	Yelena Silina; None	None	None	None	None	None	None	None	None	Brussels	Brussels	Bruxelles-Capitale	Brussels Capital	BEL	50.85045	4.34878	2800866	Brussels	PPLC	Latvian News Agency	2023-09-27	Ursula von der Leyen | Evika Silina | Silina 	European Commission | EU | EC | The European Union 	Republic of Belarus | Russian Federation | European Union | Brussels | Ukraine | Republic of Latvia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1450-5e7265982f0b_THREATEN_ban	2023-09-27	THREATEN	ban	-3.50	VERBAL CONFLICT	corruption 	None	China	710	None	None	None	China	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	politburo meeting	None	Reuters News	2023-09-27	Qin Gang | Li Shangfu | Qin | Li | Xi Jinping 	Xinhua | Communist Party 	People’s Republic of China | Beijing 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1450-5e7265982f0b_THREATEN_arrest	2023-09-27	THREATEN	arrest	-3.50	VERBAL CONFLICT	corruption 	None	China	710	None	None	None	China	None	None	None	None	None	None	None	Wednesday	None	None	None	None	None	None	None	None	None		None	Reuters News	2023-09-27	Qin Gang | Li Shangfu | Qin | Li | Xi Jinping 	Xinhua | Communist Party 	People’s Republic of China | Beijing 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1450-5e7265982f0b_THREATEN_relations	2023-09-27	THREATEN	relations	-3.50	VERBAL CONFLICT	corruption 	None	China	710	None	None	None	China	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	politburo meeting	None	Reuters News	2023-09-27	Qin Gang | Li Shangfu | Qin | Li | Xi Jinping 	Xinhua | Communist Party 	People’s Republic of China | Beijing 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1722-6dd9d8236bf7_THREATEN	2023-09-27	THREATEN	None	-3.50	VERBAL CONFLICT	rights_freedoms 	Joe Biden	United States	2	GOV	GOV	president	The Biden administration	Joe Biden	None	Israel	666	None	None	None	Israelis	None	None	None	None	None	None	None	None	None		None	Associated Press Newswires	2023-09-27	Biden | Majorkas | Alejandro Mayorkas | Antony Blinken 	State | The Department of Homeland Security 	State of Israel | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230927-1841-c7e0cafac5b8_CONSULT_multilateral	2023-09-27	CONSULT	multilateral	4.00	VERBAL COOPERATION	economic 	Yelena Silina; None	Russia; Ukraine	365; 369	None; None	None; None	No code identified, but country found; None	Evika Silina; Ukraine	Yelena Silina; None	None	None	None	None	None	None	None	None	Brussels	Brussels	Bruxelles-Capitale	Brussels Capital	BEL	50.85045	4.34878	2800866	Brussels	PPLC	Baltic Daily - Political/Social News	2023-09-27	Ursula von der Leyen | Evika Silina | Silina 	European Commission | EU | EC | The European Union 	Republic of Belarus | Russian Federation | European Union | Brussels | Ukraine | Republic of Latvia 	English	NGEC_coder-Vers001-b1-Run-001
20230927-2318-71a84cf165be_AID	2023-09-27	AID	NA	10.00	MATERIAL COOPERATION	economic 	Guyana	United Nations	None	UNK	UNK	continent	GUYANA	Guyana	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Guyana Chronicle	2023-09-27	Zulfikar Mustapha | Mohammed Sulaiman | Mustapha | Ashni Singh 	the Office of the President | the Islamic Development Bank 	State of Israel | Republic of Suriname | Guyane | Northern Africa | London | Caribbean | Hub | Federative Republic of Brazil | Barbados | Co-operative Republic of Guyana | Republic of Iraq 	English	NGEC_coder-Vers001-b1-Run-001
20230927-2318-71a84cf165be_MOBILIZE	2023-09-27	MOBILIZE	None	-5.50	MATERIAL CONFLICT	economic 	Guyana	United Nations	None	UNK	UNK	continent	GUYANA	Guyana	None	None	None	None	None	None	Soesdyke / Linden Highway	None	None	None	None	None	None	None	None	None	None	None	Guyana Chronicle	2023-09-27	Zulfikar Mustapha | Mohammed Sulaiman | Mustapha | Ashni Singh 	the Office of the President | the Islamic Development Bank 	State of Israel | Republic of Suriname | Guyane | Northern Africa | London | Caribbean | Hub | Federative Republic of Brazil | Barbados | Co-operative Republic of Guyana | Republic of Iraq 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2578-7d59f4ccd503_CONSULT_phone	2023-09-26	CONSULT	phone	1.50	VERBAL COOPERATION	None	Irfaan Ali; Muhammed Al-Jasser	Guyana; Saudi Arabia	110; 670	GOV; ELI	GOV; ELI	president; previously held a GOV role, so coded as ELI.	Dr. Irfaan Ali; Muhammed Sulaiman Al - Jasser	Irfaan Ali; Muhammed Al-Jasser	None	None	None	None	None	None	None	None	Co-operative Republic of Guyana	None	None	None	GUY	5.0	-59.0	3378535	Guyana	PCLI	Guyana Chronicle	2023-09-26	Bharrat Jagdeo | Juan Edghill | Zulfikar Mustapha | Ashni Singh | Ali | Irfaan Ali | Muhammed Sulaiman Al - Jasser 	the Office of the President | the Islamic Development Bank | IsDB 	Guyane | State House | Co-operative Republic of Guyana 	English	NGEC_coder-Vers001-b1-Run-001
20230927-3400-1f0eed16fd86_PROTEST	2023-09-27	PROTEST	None	-5.00	MATERIAL CONFLICT	political_institutions 	General Motors; Stellantis Mulhouse Plant; None	United States; France; None	2; 220; None	BUS; BUS; None	BUS; BUS; None	car manufacturer; car maker; None	General Motors; Stellantis factories; different Ford	General Motors; Stellantis Mulhouse Plant; None	None	None	None	None	None	None	None	None	Detroit	Detroit	Wayne County	Michigan	USA	42.33143	-83.04575	4990729	Detroit	PPLA2	El Espectador	2023-09-27	Donald Trump | Trump | Gustavo Petro 	GM | Ford | Stellantis | General Motors 	Wisconsin | Detroit | Milwaukee | Simi Valley | California | United States 	Spanish	NGEC_coder-Vers001-b1-Run-001
